nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Museum UII,Daerah Istimewa Yogyakarta,Sleman,Boulevard UII,"-7.6882076,110.4147306",Museum,-7.6882076,110.4147306
Museum UIN ARRANIRY Banda Aceh,Aceh,Banda Aceh,jl Shiekh Abdul Rauf KOPELMA DARUSSALAM,"5.5762634,95.3684534",Museum,5.5762634,95.3684534
Museum Wayang Sendang Mas,Jawa Tengah,Purwokerto,Museum Wayang Sendang Mas Purwokerto,"-7.5107238,109.2930759",Museum,-7.5107238,109.2930759
Museum Zoologi,Jawa Barat,Bogor,Jl Ir H Juanda,"-6.603559,106.7969138",Museum,-6.603559,106.7969138
nama,provinsi,kabupatenkota,alamat,titik_koordinat,Lainnya,,
Pantai Ancol Pangururan,Sumatera Utara,Samosir,Pantai Ancol Pangururan Samosir,"2.6064128,98.6953646",Pantai,2.6064128,98.6953646
Pantai Balekambang Malang,Jawa Timur,Kabupaten Malang,Pantai Balekambang Malang Kabupaten Malang,"-8.4030438,112.5364708",Pantai,-8.4030438,112.5364708
Pantai Batu Hoda,Sumatera Utara,Samosir,Pantai Batu Hoda Samosir,"2.7601108,98.724716",Pantai,2.7601108,98.724716
Pantai Batu Lumbang,Bali,Tabanan,Pantai Batu Lumbang Tabanan,"-8.5242016,114.9905845",Pantai,-8.5242016,114.9905845
Pantai Bukit Harimau,Kepulauan Riau,Batam,Pantai Bukit Harimau Batam,"1.139874,103.949096",Pantai,1.139874,103.949096
Pantai Camplong,Jawa Timur,Sampang,Pantai Camplong Sampang,"-7.2171024,113.3187691",Pantai,-7.2171024,113.3187691
Pantai Carita Perhutani Banten,Banten,Pandeglang,Pantai Carita Perhutani Banten Pandeglang,"-6.2947106,105.8372178",Pantai,-6.2947106,105.8372178
Pantai Cibendo,Jawa Barat,Karawang,Pantai Cibendo Karawang,"-6.1589764,107.4959574",Pantai,-6.1589764,107.4959574
Pantai Cibendo II,Jawa Barat,Karawang,Pantai Cibendo II Karawang,"-6.1617233,107.5042661",Pantai,-6.1617233,107.5042661
Pantai Gading,Kepulauan Riau,Batam,Pantai Gading Batam,"1.163314,104.0374714",Pantai,1.163314,104.0374714
Pantai Halassy,Maluku,Maluku Tengah,Pantai Halassy Maluku Tengah,"-3.5140867,128.2301844",Pantai,-3.5140867,128.2301844
Pantai Jakat,Bengkulu,Bengkulu,Pantai Jakat Bengkulu,"-3.7818528,102.2606734",Pantai,-3.7818528,102.2606734
Pantai Kambera,Nusa Tenggara Timur,Sumba Timur,Pantai Kambera Sumba Timur,"-9.4855404,120.1288891",Pantai,-9.4855404,120.1288891
Pantai Kawangu,Nusa Tenggara Timur,Sumba Timur,Pantai Kawangu Sumba Timur,"-9.6650509,120.3324258",Pantai,-9.6650509,120.3324258
Pantai Kedungu,Bali,desa belalang,Pantai Kedungu desa belalang,"-8.6089485,115.0833909",Pantai,-8.6089485,115.0833909
Pantai Klayar,Jawa Timur,Pacitan,Pantai Klayar Pacitan,"-8.2235831,110.9472838",Pantai,-8.2235831,110.9472838
Pantai Kutu,Sulawesi Utara,Kepulauan Sangihe,Pantai Kutu Kepulauan Sangihe,"3.4807924,125.6700556",Pantai,3.4807924,125.6700556
Pantai Larodak,Nusa Tenggara Timur,Sumba Timur,Pantai Larodak Sumba Timur,"-9.3803484,120.0045633",Pantai,-9.3803484,120.0045633
Pantai Lasiana,Nusa Tenggara Timur,Kupang,Pantai Lasiana Kupang,"-10.131952,123.6691231",Pantai,-10.131952,123.6691231
Pantai Liang,Maluku,Maluku Tengah,Pantai Liang Maluku Tengah,"-3.5065803,128.3443595",Pantai,-3.5065803,128.3443595
Pantai Lombang,Jawa Timur,Sumenep,Pantai Lombang Sumenep,"-6.9186059,114.0650772",Pantai,-6.9186059,114.0650772
Pantai Londalima,Nusa Tenggara Timur,Kecamatan Kanatang,Pantai Londalima Kecamatan Kanatang,"-9.5924985,120.2293646",Pantai,-9.5924985,120.2293646
Pantai Manakarra,Sulawesi Barat,Mamuju,Pantai Manakarra Mamuju,"-2.6703668,118.8894269",Pantai,-2.6703668,118.8894269
Pantai Marahe,Sulawesi Utara,Sulawesi,Pantai Marahe Sulawesi,"3.486761,125.6693265",Pantai,3.486761,125.6693265
Pantai Melayu,Kepulauan Riau,Batam,Pantai Melayu Batam,"0.8555,104.14752",Pantai,0.8555,104.14752
Pantai Natsepa,Maluku,Maluku Tengah,Pantai Natsepa Maluku Tengah,"-3.6215875,128.2914815",Pantai,-3.6215875,128.2914815
Pantai Oyama,Sulawesi Tengah,Banggai Laut,Pantai Oyama Banggai Laut,"-1.4810045,123.5263893",Pantai,-1.4810045,123.5263893
Pantai Pandawa,Bali,Kecamatan Kuta,Badung,8.845474°S 115.185014°E,Pantai,-8.845474,115.185014
Pantai Parang Dowo,Jawa Timur,Kabupaten Malang,Pantai Parang Dowo Kabupaten Malang,"-8.4279431,112.6263283",Pantai,-8.4279431,112.6263283
Pantai Pasi Putih Parbaba,Sumatera Utara,Samosir,Pantai Pasi Putih Parbaba Samosir,"2.6955645,98.6898366",Pantai,2.6955645,98.6898366
Pantai Pasir Padi,Kepulauan Bangka Belitung,Pangkalpinang,Pantai Pasir Padi Pangkalpinang,"-2.1122809,106.1703888",Pantai,-2.1122809,106.1703888
Pantai Pintu Kota,Maluku,Ambon,Pantai Pintu Kota Ambon,"-3.770595,128.1524569",Pantai,-3.770595,128.1524569
Pantai Piwang Natuna,Kepulauan Riau,Natuna,Soekarno Hatta,"3.932476,108.3823226",Pantai,3.932476,108.3823226
Pantai Puru Kambera,Nusa Tenggara Timur,Sumba Timur,Pantai Puru Kambera Sumba Timur,"-9.4835666,120.1372352",Pantai,-9.4835666,120.1372352
Pantai Sapaeng,Sulawesi Utara,Kepulauan Sangihe,Pantai Sapaeng Kepulauan Sangihe,"3.5810768,125.5803455",Pantai,3.5810768,125.5803455
PANTAI SARANGAN,Jawa Timur,Bojonegoro,PANTAI SARANGAN Bojonegoro,"-7.1536128,111.9832684",Pantai,-7.1536128,111.9832684
Pantai Setokok,Kepulauan Riau,Batam,Pantai Setokok Batam,"0.92335,104.06094",Pantai,0.92335,104.06094
Pantai Sibolazi,Sumatera Utara,Samosir,Pantai Sibolazi Samosir,"2.7484491,98.7510363",Pantai,2.7484491,98.7510363
Pantai Situngkir,Sumatera Utara,Samosir,Pantai Situngkir Samosir,"2.7029554,98.6900317",Pantai,2.7029554,98.6900317
Pantai Solop,Riau,Indragiri Hilir,Pantai Solop Indragiri Hilir,"-0.0741896,103.5775891",Pantai,-0.0741896,103.5775891
Pantai Tablolong,Nusa Tenggara Timur,Kupang,Pantai Tablolong Kupang,"-10.3174213,123.4756732",Pantai,-10.3174213,123.4756732
Pantai Tanganga Beach,Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,Pantai Tanganga Beach Kepulauan Siau Tagulandang Biaro,"2.6360899,125.4177441",Pantai,2.6360899,125.4177441
Pantai Tanjung Batu,Kalimantan Barat,Sambas,Pemangkat Kota,"1.1816042,108.969333",Pantai,1.1816042,108.969333
Pantai Tg Buntung,Kepulauan Riau,Batam,Pantai Tg Buntung Batam,"1.17391,104.0306",Pantai,1.17391,104.0306
Pantai Waibuku,Nusa Tenggara Timur,Sumba Barat Daya,Pantai Waibuku Sumba Barat Daya,"-9.6835448,119.0389523",Pantai,-9.6835448,119.0389523
Pantai Walakiri,Nusa Tenggara Timur,Sumba Timur,Pantai Walakiri Sumba Timur,"-9.6286074,120.4275101",Pantai,-9.6286074,120.4275101
Park Avenue Mall,Kepulauan Riau,Batam,Park Avenue Mall Batam,"1.114389,104.0646562",Pusat Perbelanjaan,1.114389,104.0646562
park,Jawa Tengah,Magelang,park Magelang,"-7.6080456,110.2043002",Lainnya,-7.6080456,110.2043002
park,Jawa Tengah,Magelang,park Magelang,"-7.6078361,110.2042937",Lainnya,-7.6078361,110.2042937
Parkir Sepeda,Daerah Istimewa Yogyakarta,Sleman,Parkir Sepeda Sleman,"-7.6871892,110.4124798",Lainnya,-7.6871892,110.4124798
Parkir Sepeda KOmplek Kebun Raya CIbinong,Jawa Barat,Kab Bogor,Komplek LIPI Cibinong,"-6.4889689,106.8547424",Lainnya,-6.4889689,106.8547424
Parkiran Mobil BLOK G,Jawa Barat,Depok,Parkiran Mobil BLOK G Depok,"-6.4104051,106.8471254",Lainnya,-6.4104051,106.8471254
PASAR,Aceh,Aceh Selatan,PASAR Aceh Selatan,"3.5509691,97.0008237",Lainnya,3.5509691,97.0008237
Pasar,Kepulauan Riau,Batam,Pasar Batam,"1.113027,104.0897811",Lainnya,1.113027,104.0897811
Pasar  Alang Alang Lebar,Sumatera Selatan,Palembang,Pasar  Alang Alang Lebar Palembang,"-2.9152103,104.6801252",Lainnya,-2.9152103,104.6801252
Pasar  Ilir,Sumatera Selatan,Palembang,Pasar  Ilir Palembang,"-2.989264,104.7637429",Lainnya,-2.989264,104.7637429
Pasar Abian Tubuh,Nusa Tenggara Barat,Mataram,Pasar Abian Tubuh Mataram,"-8.6006257,116.1284023",Lainnya,-8.6006257,116.1284023
Pasar Adat Sesetan,Bali,Denpasar,Jalan Raya Sesetan,"-8.6845738,115.2161408",Lainnya,-8.6845738,115.2161408
Pasar Adirejo,Lampung,Lampung Timur,Pasar Adirejo Lampung Timur,"-5.4902776,105.7372231",Lainnya,-5.4902776,105.7372231
Pasar Aik Bual,Nusa Tenggara Barat,Lombok Tengah,Pasar Aik Bual Lombok Tengah,"-8.547534,116.3799653",Lainnya,-8.547534,116.3799653
Pasar Air Tiris,Riau,Kampar,Pasar Air Tiris Kampar,"0.3545673,101.1015503",Lainnya,0.3545673,101.1015503
Pasar Ajung,Jawa Timur,Jember,Pasar Ajung Jember,"-8.2061468,113.6557162",Lainnya,-8.2061468,113.6557162
Pasar Alai,Sumatera Barat,Padang,Pasar Alai Padang,"-0.9254826,100.3668682",Lainnya,-0.9254826,100.3668682
Pasar Alamanda,Jawa Barat,Jawa,Jalan Karang Satria Raya RW,"-6.223625,107.041187",Lainnya,-6.223625,107.041187
Pasar Ampah,Kalimantan Tengah,Barito Timur,Pasar Ampah Barito Timur,"-1.8026258,115.1545058",Lainnya,-1.8026258,115.1545058
Pasar Ampel,Jawa Tengah,Boyolali,Pasar Ampel Boyolali,"-7.4522121,110.5442618",Lainnya,-7.4522121,110.5442618
Pasar Ampenan,Nusa Tenggara Barat,Mataram,Pasar Ampenan Mataram,"-8.5725033,116.0765696",Lainnya,-8.5725033,116.0765696
Pasar Ancaran,Jawa Barat,Kuningan,Pasar Ancaran Kuningan,"-6.9713618,108.5170238",Lainnya,-6.9713618,108.5170238
Pasar Andir,Jawa Barat,Kota Bandung,Jl Jend sudirman,"-6.9191338,107.5906952",Lainnya,-6.9191338,107.5906952
Pasar Anggul Bintihan,Kalimantan Timur,Kutai Kartanegara,Pasar Anggul Bintihan Kutai Kartanegara,"-0.1640192,116.9086835",Lainnya,-0.1640192,116.9086835
Pasar Angkona,Sulawesi Selatan,Sulawesi,Pasar Angkona Sulawesi,"-2.5967717,120.9438937",Lainnya,-2.5967717,120.9438937
Pasar Anyar,Jawa Barat,Bogor,Jalan Dewi Sartika,"-6.5916299,106.7921421",Lainnya,-6.5916299,106.7921421
Pasar Anyar Bahari,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Tengkol,"-6.1147537,106.8791647",Lainnya,-6.1147537,106.8791647
Pasar Anyar Bandongan,Jawa Tengah,Magelang,Pasar Anyar Bandongan Magelang,"-7.4666909,110.1917825",Lainnya,-7.4666909,110.1917825
Pasar Asemrowo,Jawa Timur,Surabaya,Jalan Asemrowo,"-7.2523872,112.715416",Lainnya,-7.2523872,112.715416
Pasar Atas,Bengkulu,Rejang Lebong,Pasar Atas Rejang Lebong,"-3.4648996,102.5318239",Lainnya,-3.4648996,102.5318239
Pasar Atas Kota Cimahi,Jawa Barat,Cimahi,Pasar Atas Kota Cimahi Cimahi,"-6.8692154,107.5426212",Lainnya,-6.8692154,107.5426212
Pasar Atas Sendangmulyo,Jawa Tengah,Kota Semarang,Pasar Atas Sendangmulyo Kota Semarang,"-7.044528,110.4744796",Lainnya,-7.044528,110.4744796
Pasar Atom,Jawa Timur,Surabaya,Jalan Waspada,"-7.2413762,112.7440005",Lainnya,-7.2413762,112.7440005
Pasar Ayam,Jawa Barat,Kabupaten Cirebon,Pasar Ayam Kabupaten Cirebon,"-6.7069615,108.5036987",Lainnya,-6.7069615,108.5036987
Pasar B Srikaton,Sumatera Selatan,Musi Rawas,Pasar B Srikaton Musi Rawas,"-3.2008538,102.9458588",Lainnya,-3.2008538,102.9458588
Pasar Babakan Surabaya,Jawa Barat,Kel Babakan Surabaya,Pasar Babakan Surabaya Kel Babakan Surabaya,"-6.9106558,107.6438066",Lainnya,-6.9106558,107.6438066
Pasar baganbatu,Riau,Rokan Hilir,Pasar baganbatu Rokan Hilir,"1.7042566,100.4014461",Lainnya,1.7042566,100.4014461
Pasar Bajawa,Nusa Tenggara Timur,Ngada,Pasar Bajawa Ngada,"-8.7876408,120.9732488",Lainnya,-8.7876408,120.9732488
Pasar Bajayau,Kalimantan Selatan,Hulu Sungai Selatan,Pasar Bajayau Hulu Sungai Selatan,"-2.6826552,115.0223601",Lainnya,-2.6826552,115.0223601
Pasar Baleendah,Jawa Barat,Kabupaten Bandung,Pasar Baleendah Kabupaten Bandung,"-7.0000343,107.6299812",Lainnya,-7.0000343,107.6299812
Pasar Balekambang,Jawa Barat,Bogor,Jalan Batutulis Balekambang RW,"-6.6218205,106.8086884",Lainnya,-6.6218205,106.8086884
Pasar Balige,Sumatera Utara,Toba,Jalan Sisingamangaraja,"2.3340347,99.0657619",Lainnya,2.3340347,99.0657619
Pasar Bandar Buat,Sumatera Barat,Padang,Pasar Bandar Buat Padang,"-0.9492759,100.4356589",Lainnya,-0.9492759,100.4356589
Pasar Bandingan,Jawa Tengah,Purbalingga,Pasar Bandingan Purbalingga,"-7.4039559,109.4345342",Lainnya,-7.4039559,109.4345342
Pasar Bandongan,Jawa Tengah,Magelang,Pasar Bandongan Magelang,"-7.4657476,110.1879346",Lainnya,-7.4657476,110.1879346
Pasar Bang Mego,Bengkulu,Rejang Lebong,Pasar Bang Mego Rejang Lebong,"-3.4632207,102.5284229",Lainnya,-3.4632207,102.5284229
Pasar Bangak,Jawa Tengah,Boyolali,Pasar Bangak Boyolali,"-7.532531,110.704818",Lainnya,-7.532531,110.704818
Pasar banjar,Bali,Buleleng,Pasar banjar Buleleng,"-8.2013279,114.9628985",Lainnya,-8.2013279,114.9628985
Pasar Bantengan,Daerah Istimewa Yogyakarta,Bantul,Jl Pasar Bantengan Wonocatur,"-7.802688,110.4122317",Lainnya,-7.802688,110.4122317
Pasar Bantul,Daerah Istimewa Yogyakarta,Bantul,Jalan Jendral Sudirman,"-7.8848951,110.3304022",Lainnya,-7.8848951,110.3304022
Pasar Banyakan,Jawa Timur,Kabupaten Kediri,Pasar Banyakan Kabupaten Kediri,"-7.7713242,111.9824152",Lainnya,-7.7713242,111.9824152
Pasar Banyuasri,Bali,Buleleng,Pasar Banyuasri Buleleng,"-8.1150744,115.0783067",Lainnya,-8.1150744,115.0783067
Pasar Banyumas,Lampung,Pringsewu,Pasar Banyumas Pringsewu,"-5.2869238,104.9175399",Lainnya,-5.2869238,104.9175399
Pasar Banyuputih,Jawa Tengah,Salatiga,Jalan Imam Bonjol,"-7.3194158,110.4853999",Lainnya,-7.3194158,110.4853999
Pasar Banyusidi,Jawa Tengah,Magelang,Pasar Banyusidi Magelang,"-7.4582433,110.3598422",Lainnya,-7.4582433,110.3598422
Pasar Baran,Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul,Pasar Baran Kabupaten Gunungkidul,"-8.0828489,110.7645062",Lainnya,-8.0828489,110.7645062
Pasar Barang Bajera,Bali,Tabanan,Pasar Barang Bajera Tabanan,"-8.5029419,115.027004",Lainnya,-8.5029419,115.027004
PASAR BAREBALI,Nusa Tenggara Barat,Lombok Tengah,PASAR BAREBALI Lombok Tengah,"-8.6255091,116.308251",Lainnya,-8.6255091,116.308251
Pasar Bareng,Jawa Timur,Jombang,Pasar Bareng Jombang,"-7.6836005,112.3000815",Lainnya,-7.6836005,112.3000815
Pasar Baron,Jawa Timur,Nganjuk,Pasar Baron Nganjuk,"-7.6062937,112.0503663",Lainnya,-7.6062937,112.0503663
Pasar Baru,Kalimantan Tengah,Barito Selatan,Pasar Baru Barito Selatan,"-1.7776796,114.798765",Lainnya,-1.7776796,114.798765
pasar baru,Jawa Barat,Kuningan,Jalan Jenderal Sudirman,"-6.9829604,108.4817396",Lainnya,-6.9829604,108.4817396
Pasar Baru Cigudeg,Jawa Barat,Kab Bogor,Pasar Baru Cigudeg Kab Bogor,"-6.5492695,106.5349475",Lainnya,-6.5492695,106.5349475
Pasar Baru Permai,Kalimantan Selatan,Banjarmasin,Pasar Baru Permai Banjarmasin,"-3.3261787,114.5939768",Lainnya,-3.3261787,114.5939768
Pasar Baru Probolinggo,Jawa Timur,Kota Probolinggo,Pasar Baru Probolinggo Kota Probolinggo,"-7.7546752,113.2186081",Lainnya,-7.7546752,113.2186081
Pasar Baru Square,Jawa Barat,Kota Bandung,Jalan Otto Iskandardinata,"-6.9175221,107.6049259",Lainnya,-6.9175221,107.6049259
Pasar Baru Square Balikpapan,Kalimantan Timur,Balikpapan,Pasar Baru Square Balikpapan Balikpapan,"-1.2766807,116.8419899",Lainnya,-1.2766807,116.8419899
Pasar Bata Putih,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Kramat RT   RW,"-6.2350127,106.7840093",Lainnya,-6.2350127,106.7840093
PASAR BATANG LOE,Sulawesi Selatan,Sulawesi,PASAR BATANG LOE Sulawesi,"-5.5276776,119.6359252",Lainnya,-5.5276776,119.6359252
Pasar Bauntung,Kalimantan Tengah,Barito Utara,Jl Cempaka,"-0.9669223,115.0940264",Lainnya,-0.9669223,115.0940264
Pasar Bayat,Jawa Tengah,Klaten,Pasar Bayat Klaten,"-7.7869358,110.6368452",Lainnya,-7.7869358,110.6368452
Pasar Bedug,Jawa Tengah,Kebumen,Pasar Bedug Kebumen,"-7.7210357,109.6639263",Lainnya,-7.7210357,109.6639263
Pasar Belitang,Kalimantan Barat,Sekadau,Pasar Belitang Sekadau,"0.1302874,111.2425433",Lainnya,0.1302874,111.2425433
Pasar Bengawan,Sumatera Utara,Tanjungbalai,Pasar Bengawan Tanjungbalai,"2.9670579,99.8040772",Lainnya,2.9670579,99.8040772
Pasar Berawa,Bali,Badung,Pasar Berawa Badung,"-8.6494082,115.1485648",Lainnya,-8.6494082,115.1485648
Pasar Berbek,Jawa Timur,Nganjuk,Pasar Berbek Nganjuk,"-7.6618339,111.869519",Lainnya,-7.6618339,111.869519
Pasar Berdikari Kijang,Kepulauan Riau,Bintan,Jl Pasar Berdikari,"0.8395517,104.6011102",Lainnya,0.8395517,104.6011102
Pasar Berkat,Kalimantan Timur,Samarinda,Pasar Berkat Samarinda,"-0.5680217,117.0877337",Lainnya,-0.5680217,117.0877337
Pasar Bersih Cikarang Baru,Jawa Barat,Jawa,Pasar Bersih Cikarang Baru Jawa,"-6.3171158,107.1594489",Lainnya,-6.3171158,107.1594489
Pasar Beruang,Sumatera Utara,Kota Medan,Pasar Beruang Kota Medan,"3.5917334,98.694263",Lainnya,3.5917334,98.694263
Pasar Besole,Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul,Pasar Besole Kabupaten Gunungkidul,"-7.9709626,110.6044675",Lainnya,-7.9709626,110.6044675
Pasar Bikeru,Sulawesi Selatan,Sulawesi,Pasar Bikeru Sulawesi,"-5.2530144,120.1575297",Lainnya,-5.2530144,120.1575297
Pasar Binuangeun,Banten,Lebak,Pasar Binuangeun Lebak,"-6.8369654,105.8844907",Lainnya,-6.8369654,105.8844907
Pasar Blambangan,Lampung,Lampung Selatan,Pasar Blambangan Lampung Selatan,"-5.7308975,105.6534448",Lainnya,-5.7308975,105.6534448
PASAR BLANGPIDIE,Aceh,Aceh Barat Daya,PASAR BLANGPIDIE Aceh Barat Daya,"3.7394496,96.8339032",Lainnya,3.7394496,96.8339032
Pasar Blimbing,Jawa Timur,Jombang,Pasar Blimbing Jombang,"-7.6397663,112.2306729",Lainnya,-7.6397663,112.2306729
Pasar Boawae,Nusa Tenggara Timur,Nagekeo,Pasar Boawae Nagekeo,"-8.7602263,121.1622661",Lainnya,-8.7602263,121.1622661
Pasar Bocor,Jawa Tengah,Kebumen,Pasar Bocor Kebumen,"-7.7532261,109.6666469",Lainnya,-7.7532261,109.6666469
Pasar Boganatar,Nusa Tenggara Timur,Sikka,Pasar Boganatar Sikka,"-8.4995003,122.6351511",Lainnya,-8.4995003,122.6351511
Pasar Boja,Jawa Tengah,Kendal,Pasar Boja Kendal,"-7.1041772,110.2669759",Lainnya,-7.1041772,110.2669759
Pasar Bojonegoro,Jawa Timur,Bojonegoro,Pasar Bojonegoro Bojonegoro,"-7.1482294,111.8794146",Lainnya,-7.1482294,111.8794146
Pasar Bojong,Jawa Barat,Jawa,Kampung Bojong RT RW,"-6.2727152,107.2663209",Lainnya,-6.2727152,107.2663209
Pasar Bolu,Sulawesi Selatan,Toraja Utara,Pasar Bolu Toraja Utara,"-2.9597633,119.9132741",Lainnya,-2.9597633,119.9132741
Pasar Bondokodi,Nusa Tenggara Timur,Sumba Barat Daya,Pasar Bondokodi Sumba Barat Daya,"-9.5939462,118.9941491",Lainnya,-9.5939462,118.9941491
Pasar Bontoasa,Sulawesi Selatan,Sulawesi,Pasar Bontoasa Sulawesi,"-5.2719532,120.23316",Lainnya,-5.2719532,120.23316
Pasar Bontoramba,Sulawesi Selatan,Sulawesi,Pasar Bontoramba Sulawesi,"-5.2816996,119.5019049",Lainnya,-5.2816996,119.5019049
Pasar Boru,Nusa Tenggara Timur,Flores Timur,Pasar Boru Flores Timur,"-8.5282548,122.7140468",Lainnya,-8.5282548,122.7140468
Pasar Boyolali,Jawa Tengah,Boyolali,Pasar Boyolali Boyolali,"-7.5346339,110.6016319",Lainnya,-7.5346339,110.6016319
Pasar Bringharjo,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Pasar Bringharjo Kota Yogyakarta,"-7.7987878,110.3667794",Lainnya,-7.7987878,110.3667794
Pasar Buah dan Oleholeh,Aceh,Bener Meriah,Pasar Buah dan Oleholeh Bener Meriah,"4.7851469,96.9051892",Lainnya,4.7851469,96.9051892
Pasar Buduran,Jawa Timur,Sidoarjo,Pasar Buduran Sidoarjo,"-7.428085,112.7223177",Lainnya,-7.428085,112.7223177
Pasar Bukit,Banten,Tangerang Selatan,Pasar Bukit Tangerang Selatan,"-6.3248468,106.7114366",Bukit,-6.3248468,106.7114366
Pasar Bulu Desa Podosoko,Jawa Tengah,Magelang,Pasar Bulu Desa Podosoko Magelang,"-7.5211716,110.2951729",Lainnya,-7.5211716,110.2951729
Pasar Bunder,Jawa Tengah,Sragen,Pasar Bunder Sragen,"-7.4300487,111.0203068",Lainnya,-7.4300487,111.0203068
Pasar Burung  Rest Area Caruban,Jawa Timur,Madiun,Pasar Burung  Rest Area Caruban Madiun,"-7.5496575,111.6646407",Lainnya,-7.5496575,111.6646407
Pasar Burung  birds market,Nusa Tenggara Barat,Mataram,Pasar Burung  birds market Mataram,"-8.5846375,116.1280746",Lainnya,-8.5846375,116.1280746
Pasar Buyaran,Jawa Tengah,Demak,Pasar Buyaran Demak,"-6.9172673,110.600481",Lainnya,-6.9172673,110.600481
Pasar Cakra Utara,Nusa Tenggara Barat,Mataram,Pasar Cakra Utara Mataram,"-8.5824527,116.1303677",Lainnya,-8.5824527,116.1303677
Pasar Cakranegara,Nusa Tenggara Barat,Mataram,Pasar Cakranegara Mataram,"-8.5878324,116.130324",Lainnya,-8.5878324,116.130324
Pasar Cakung,DKI Jakarta,Jakarta Timur,Jalan Raya Bekasi,"-6.1830451,106.9344931",Lainnya,-6.1830451,106.9344931
Pasar Cangkeh,Sumatera Barat,Padang Pariaman,Pasar Cangkeh Padang Pariaman,"-0.5234388,100.0966443",Lainnya,-0.5234388,100.0966443
Pasar Cangkring,Jawa Barat,Kota Bandung,Pasar Cangkring Kota Bandung,"-6.9235336,107.5815036",Lainnya,-6.9235336,107.5815036
Pasar Cawas Klaten,Jawa Tengah,Klaten,Pasar Cawas Klaten Klaten,"-7.760538,110.6963629",Lainnya,-7.760538,110.6963629
Pasar Cemara Mataram,Nusa Tenggara Barat,Mataram,Pasar Cemara Mataram Mataram,"-8.5778453,116.1113959",Lainnya,-8.5778453,116.1113959
Pasar Cempaka Kumai,Kalimantan Tengah,Kotawaringin Barat,Pasar Cempaka Kumai Kotawaringin Barat,"-2.7418132,111.7261157",Lainnya,-2.7418132,111.7261157
Pasar Cempaka Sari III Bedeng,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Cempaka Sari III,"-6.1695407,106.8575117",Lainnya,-6.1695407,106.8575117
Pasar Cepit,Jawa Tengah,Boyolali,Pasar Cepit Boyolali,"-7.5288643,110.6782577",Lainnya,-7.5288643,110.6782577
Pasar Ciampea Baru,Jawa Barat,Kab Bogor,Ciampea,"-6.5507668,106.6932362",Lainnya,-6.5507668,106.6932362
Pasar Cibadak,Jawa Barat,Kab Sukabumi,Pasar Cibadak Kab Sukabumi,"-6.8860505,106.7789221",Lainnya,-6.8860505,106.7789221
Pasar Cideng Thomas,DKI Jakarta,Daerah Khusus ibukota Jakarta,Pasar Cideng Thomas Daerah Khusus ibukota Jakarta,"-6.179838,106.8133731",Lainnya,-6.179838,106.8133731
Pasar Cidu,Sulawesi Selatan,Makassar,Pasar Cidu Makassar,"-5.1203579,119.4182733",Lainnya,-5.1203579,119.4182733
Pasar Cijerah,Jawa Barat,Kota Bandung,Pasar Cijerah Kota Bandung,"-6.9267617,107.5650317",Lainnya,-6.9267617,107.5650317
Pasar Cikajang,Jawa Barat,Garut,Pasar Cikajang Garut,"-7.361243,107.811524",Lainnya,-7.361243,107.811524
Pasar Cikebrok,Jawa Tengah,Purwokerto,Pasar Cikebrok Purwokerto,"-7.4241046,109.2351599",Lainnya,-7.4241046,109.2351599
Pasar Cikpuan,Kepulauan Riau,Batam,Pasar Cikpuan Batam,"1.1368109,104.0353907",Lainnya,1.1368109,104.0353907
